"Stunden","FR.stadteinwärts","FR.stadtauswärts","noOfBikes","Wetter","temp","wind","date","year","month","day","weekday","hour"
"4/10/2016 15:00",424,345,769,"teilweise bewölkt",17,11,2016-04-10 15:00:00,2016,4,10,"Sun",15
"4/10/2016 16:00",362,327,689,"teilweise bewölkt",17,15,2016-04-10 16:00:00,2016,4,10,"Sun",16
"4/10/2016 17:00",380,414,794,"teilweise bewölkt",16,11,2016-04-10 17:00:00,2016,4,10,"Sun",17
"4/10/2016 18:00",345,411,756,"Klarer Himmel",15,7,2016-04-10 18:00:00,2016,4,10,"Sun",18
"4/10/2016 19:00",279,361,640,"Klarer Himmel",15,7,2016-04-10 19:00:00,2016,4,10,"Sun",19
"4/10/2016 20:00",173,304,477,"Klarer Himmel",13,6,2016-04-10 20:00:00,2016,4,10,"Sun",20
"4/10/2016 21:00",129,229,358,"Klarer Himmel",12,7,2016-04-10 21:00:00,2016,4,10,"Sun",21
"4/10/2016 22:00",109,150,259,"Klarer Himmel",11,7,2016-04-10 22:00:00,2016,4,10,"Sun",22
"4/10/2016 23:00",33,84,117,"Klarer Himmel",11,9,2016-04-10 23:00:00,2016,4,10,"Sun",23
"4/11/2016 0:00",17,45,62,"Klarer Himmel",10,11,2016-04-11 00:00:00,2016,4,11,"Mon",0
"4/11/2016 1:00",6,15,21,"Klarer Himmel",9,11,2016-04-11 01:00:00,2016,4,11,"Mon",1
"4/11/2016 2:00",1,16,17,"Klarer Himmel",8,11,2016-04-11 02:00:00,2016,4,11,"Mon",2
"4/11/2016 3:00",2,0,2,"Klarer Himmel",8,13,2016-04-11 03:00:00,2016,4,11,"Mon",3
"4/11/2016 4:00",12,6,18,"Klarer Himmel",8,9,2016-04-11 04:00:00,2016,4,11,"Mon",4
"4/11/2016 5:00",32,12,44,"Klarer Himmel",7,11,2016-04-11 05:00:00,2016,4,11,"Mon",5
"4/11/2016 6:00",124,43,167,"Klarer Himmel",7,11,2016-04-11 06:00:00,2016,4,11,"Mon",6
"4/11/2016 7:00",614,269,883,"Klarer Himmel",7,11,2016-04-11 07:00:00,2016,4,11,"Mon",7
"4/11/2016 8:00",659,445,1104,"Klarer Himmel",9,15,2016-04-11 08:00:00,2016,4,11,"Mon",8
"4/11/2016 9:00",536,446,982,"Klarer Himmel",10,17,2016-04-11 09:00:00,2016,4,11,"Mon",9
"4/11/2016 10:00",532,379,911,"Klarer Himmel",11,19,2016-04-11 10:00:00,2016,4,11,"Mon",10
"4/11/2016 11:00",551,514,1065,"teilweise bewölkt",12,17,2016-04-11 11:00:00,2016,4,11,"Mon",11
"4/11/2016 12:00",594,492,1086,"teilweise bewölkt",13,13,2016-04-11 12:00:00,2016,4,11,"Mon",12
"4/11/2016 13:00",669,669,1338,"Klarer Himmel",14,19,2016-04-11 13:00:00,2016,4,11,"Mon",13
"4/11/2016 14:00",617,552,1169,"Klarer Himmel",16,15,2016-04-11 14:00:00,2016,4,11,"Mon",14
"4/11/2016 15:00",734,676,1410,"Klarer Himmel",16,17,2016-04-11 15:00:00,2016,4,11,"Mon",15
"4/11/2016 16:00",816,637,1453,"Klarer Himmel",16,15,2016-04-11 16:00:00,2016,4,11,"Mon",16
"4/11/2016 17:00",886,839,1725,"Klarer Himmel",16,13,2016-04-11 17:00:00,2016,4,11,"Mon",17
"4/11/2016 18:00",756,786,1542,"Klarer Himmel",16,17,2016-04-11 18:00:00,2016,4,11,"Mon",18
"4/11/2016 19:00",589,653,1242,"Klarer Himmel",14,13,2016-04-11 19:00:00,2016,4,11,"Mon",19
"4/11/2016 20:00",416,555,971,"Klarer Himmel",13,9,2016-04-11 20:00:00,2016,4,11,"Mon",20
"4/11/2016 21:00",211,413,624,"Klarer Himmel",12,9,2016-04-11 21:00:00,2016,4,11,"Mon",21
"4/11/2016 22:00",132,310,442,"Klarer Himmel",11,7,2016-04-11 22:00:00,2016,4,11,"Mon",22
"4/11/2016 23:00",98,220,318,"Klarer Himmel",10,9,2016-04-11 23:00:00,2016,4,11,"Mon",23
"4/12/2016 0:00",40,88,128,"Klarer Himmel",9,7,2016-04-12 00:00:00,2016,4,12,"Tues",0
"4/12/2016 1:00",16,77,93,"Klarer Himmel",9,9,2016-04-12 01:00:00,2016,4,12,"Tues",1
"4/12/2016 2:00",7,36,43,"Klarer Himmel",9,7,2016-04-12 02:00:00,2016,4,12,"Tues",2
"4/12/2016 3:00",6,31,37,"Klarer Himmel",8,7,2016-04-12 03:00:00,2016,4,12,"Tues",3
"4/12/2016 4:00",9,16,25,"Klarer Himmel",8,6,2016-04-12 04:00:00,2016,4,12,"Tues",4
"4/12/2016 5:00",32,19,51,NA,8,11,2016-04-12 05:00:00,2016,4,12,"Tues",5
"4/12/2016 6:00",143,50,193,NA,8,7,2016-04-12 06:00:00,2016,4,12,"Tues",6
"4/12/2016 7:00",640,318,958,"Regen",8,7,2016-04-12 07:00:00,2016,4,12,"Tues",7
"4/12/2016 8:00",700,535,1235,NA,9,4,2016-04-12 08:00:00,2016,4,12,"Tues",8
"4/12/2016 9:00",716,535,1251,NA,10,7,2016-04-12 09:00:00,2016,4,12,"Tues",9
"4/12/2016 10:00",576,528,1104,"teilweise bewölkt",13,4,2016-04-12 10:00:00,2016,4,12,"Tues",10
"4/12/2016 11:00",616,458,1074,"Klarer Himmel",15,9,2016-04-12 11:00:00,2016,4,12,"Tues",11
"4/12/2016 12:00",589,530,1119,"teilweise bewölkt",16,7,2016-04-12 12:00:00,2016,4,12,"Tues",12
"4/12/2016 13:00",678,633,1311,"teilweise bewölkt",18,9,2016-04-12 13:00:00,2016,4,12,"Tues",13
"4/12/2016 14:00",616,567,1183,"teilweise bewölkt",18,6,2016-04-12 14:00:00,2016,4,12,"Tues",14
"4/12/2016 15:00",730,673,1403,"Klarer Himmel",18,7,2016-04-12 15:00:00,2016,4,12,"Tues",15
"4/12/2016 16:00",731,758,1489,"Klarer Himmel",18,7,2016-04-12 16:00:00,2016,4,12,"Tues",16
"4/12/2016 17:00",877,802,1679,"Klarer Himmel",18,4,2016-04-12 17:00:00,2016,4,12,"Tues",17
"4/12/2016 18:00",716,732,1448,"Klarer Himmel",18,6,2016-04-12 18:00:00,2016,4,12,"Tues",18
"4/12/2016 19:00",637,613,1250,"Klarer Himmel",16,4,2016-04-12 19:00:00,2016,4,12,"Tues",19
"4/12/2016 20:00",542,565,1107,"Klarer Himmel",15,6,2016-04-12 20:00:00,2016,4,12,"Tues",20
"4/12/2016 21:00",244,329,573,NA,12,22,2016-04-12 21:00:00,2016,4,12,"Tues",21
"4/12/2016 22:00",163,362,525,"Regen",11,13,2016-04-12 22:00:00,2016,4,12,"Tues",22
"4/12/2016 23:00",175,253,428,"wolkig",10,4,2016-04-12 23:00:00,2016,4,12,"Tues",23
"4/13/2016 0:00",67,124,191,"wolkig",10,13,2016-04-13 00:00:00,2016,4,13,"Wed",0
"4/13/2016 1:00",10,81,91,"wolkig",10,9,2016-04-13 01:00:00,2016,4,13,"Wed",1
"4/13/2016 2:00",12,48,60,"wolkig",9,6,2016-04-13 02:00:00,2016,4,13,"Wed",2
"4/13/2016 3:00",5,73,78,"Nebel",8,2,2016-04-13 03:00:00,2016,4,13,"Wed",3
"4/13/2016 4:00",9,71,80,"wolkig",9,7,2016-04-13 04:00:00,2016,4,13,"Wed",4
"4/13/2016 5:00",31,22,53,"wolkig",8,6,2016-04-13 05:00:00,2016,4,13,"Wed",5
"4/13/2016 6:00",136,42,178,"Nebel",8,6,2016-04-13 06:00:00,2016,4,13,"Wed",6
"4/13/2016 7:00",862,338,1200,"teilweise bewölkt",8,7,2016-04-13 07:00:00,2016,4,13,"Wed",7
"4/13/2016 8:00",723,573,1296,"wolkig",9,4,2016-04-13 08:00:00,2016,4,13,"Wed",8
"4/13/2016 9:00",693,421,1114,"wolkig",10,4,2016-04-13 09:00:00,2016,4,13,"Wed",9
"4/13/2016 10:00",643,581,1224,"wolkig",11,4,2016-04-13 10:00:00,2016,4,13,"Wed",10
"4/13/2016 11:00",582,475,1057,"wolkig",12,4,2016-04-13 11:00:00,2016,4,13,"Wed",11
"4/13/2016 12:00",657,564,1221,"wolkig",13,6,2016-04-13 12:00:00,2016,4,13,"Wed",12
"4/13/2016 13:00",694,595,1289,"wolkig",13,6,2016-04-13 13:00:00,2016,4,13,"Wed",13
"4/13/2016 14:00",609,628,1237,"wolkig",14,4,2016-04-13 14:00:00,2016,4,13,"Wed",14
"4/13/2016 15:00",683,611,1294,"wolkig",14,6,2016-04-13 15:00:00,2016,4,13,"Wed",15
"4/13/2016 16:00",671,700,1371,"wolkig",14,9,2016-04-13 16:00:00,2016,4,13,"Wed",16
"4/13/2016 17:00",804,762,1566,"wolkig",14,9,2016-04-13 17:00:00,2016,4,13,"Wed",17
"4/13/2016 18:00",682,688,1370,"wolkig",14,7,2016-04-13 18:00:00,2016,4,13,"Wed",18
"4/13/2016 19:00",854,619,1473,"wolkig",13,6,2016-04-13 19:00:00,2016,4,13,"Wed",19
"4/13/2016 20:00",540,579,1119,"Regen",10,24,2016-04-13 20:00:00,2016,4,13,"Wed",20
"4/13/2016 21:00",310,460,770,"wolkig",9,2,2016-04-13 21:00:00,2016,4,13,"Wed",21
"4/13/2016 22:00",217,472,689,"wolkig",9,6,2016-04-13 22:00:00,2016,4,13,"Wed",22
"4/13/2016 23:00",257,328,585,"wolkig",9,2,2016-04-13 23:00:00,2016,4,13,"Wed",23
"4/14/2016 0:00",197,192,389,"wolkig",8,4,2016-04-14 00:00:00,2016,4,14,"Thurs",0
"4/14/2016 1:00",91,195,286,"Nebel",7,2,2016-04-14 01:00:00,2016,4,14,"Thurs",1
"4/14/2016 2:00",73,158,231,"Nebel",6,7,2016-04-14 02:00:00,2016,4,14,"Thurs",2
"4/14/2016 3:00",73,166,239,"Nebel",6,4,2016-04-14 03:00:00,2016,4,14,"Thurs",3
"4/14/2016 4:00",81,79,160,"Nebel",4,4,2016-04-14 04:00:00,2016,4,14,"Thurs",4
"4/14/2016 5:00",58,53,111,"Nebel",3,6,2016-04-14 05:00:00,2016,4,14,"Thurs",5
"4/14/2016 6:00",117,44,161,"Nebel",4,2,2016-04-14 06:00:00,2016,4,14,"Thurs",6
"4/14/2016 7:00",542,287,829,"Nebel",4,2,2016-04-14 07:00:00,2016,4,14,"Thurs",7
"4/14/2016 8:00",672,563,1235,NA,7,6,2016-04-14 08:00:00,2016,4,14,"Thurs",8
"4/14/2016 9:00",672,402,1074,"Klarer Himmel",10,4,2016-04-14 09:00:00,2016,4,14,"Thurs",9
"4/14/2016 10:00",570,407,977,"Klarer Himmel",13,4,2016-04-14 10:00:00,2016,4,14,"Thurs",10
"4/14/2016 11:00",610,480,1090,"teilweise bewölkt",14,7,2016-04-14 11:00:00,2016,4,14,"Thurs",11
"4/14/2016 12:00",571,505,1076,"teilweise bewölkt",14,13,2016-04-14 12:00:00,2016,4,14,"Thurs",12
"4/14/2016 13:00",636,640,1276,"teilweise bewölkt",16,13,2016-04-14 13:00:00,2016,4,14,"Thurs",13
"4/14/2016 14:00",562,605,1167,"Klarer Himmel",15,15,2016-04-14 14:00:00,2016,4,14,"Thurs",14
"4/14/2016 15:00",805,638,1443,"teilweise bewölkt",16,13,2016-04-14 15:00:00,2016,4,14,"Thurs",15
"4/14/2016 16:00",790,633,1423,"teilweise bewölkt",15,15,2016-04-14 16:00:00,2016,4,14,"Thurs",16
"4/14/2016 17:00",732,742,1474,"wolkig",14,11,2016-04-14 17:00:00,2016,4,14,"Thurs",17
"4/14/2016 18:00",621,691,1312,"wolkig",14,6,2016-04-14 18:00:00,2016,4,14,"Thurs",18
"4/14/2016 19:00",541,600,1141,"Klarer Himmel",14,4,2016-04-14 19:00:00,2016,4,14,"Thurs",19
"4/14/2016 20:00",451,442,893,"Klarer Himmel",11,4,2016-04-14 20:00:00,2016,4,14,"Thurs",20
"4/14/2016 21:00",247,361,608,"Klarer Himmel",8,4,2016-04-14 21:00:00,2016,4,14,"Thurs",21
"4/14/2016 22:00",150,250,400,"Klarer Himmel",7,4,2016-04-14 22:00:00,2016,4,14,"Thurs",22
"4/14/2016 23:00",172,313,485,"Klarer Himmel",8,4,2016-04-14 23:00:00,2016,4,14,"Thurs",23
"4/15/2016 0:00",75,109,184,"wolkig",10,2,2016-04-15 00:00:00,2016,4,15,"Fri",0
"4/15/2016 1:00",30,52,82,"Regen",10,7,2016-04-15 01:00:00,2016,4,15,"Fri",1
"4/15/2016 2:00",5,50,55,"Klarer Himmel",9,6,2016-04-15 02:00:00,2016,4,15,"Fri",2
"4/15/2016 3:00",5,30,35,"Klarer Himmel",8,11,2016-04-15 03:00:00,2016,4,15,"Fri",3
"4/15/2016 4:00",13,21,34,"Klarer Himmel",8,11,2016-04-15 04:00:00,2016,4,15,"Fri",4
"4/15/2016 5:00",28,21,49,"Regen",10,13,2016-04-15 05:00:00,2016,4,15,"Fri",5
"4/15/2016 6:00",96,31,127,"Regen",9,4,2016-04-15 06:00:00,2016,4,15,"Fri",6
"4/15/2016 7:00",385,167,552,"Regen",9,4,2016-04-15 07:00:00,2016,4,15,"Fri",7
"4/15/2016 8:00",440,345,785,"Regen",9,6,2016-04-15 08:00:00,2016,4,15,"Fri",8
"4/15/2016 9:00",456,273,729,"wolkig",9,6,2016-04-15 09:00:00,2016,4,15,"Fri",9
"4/15/2016 10:00",380,408,788,"wolkig",10,7,2016-04-15 10:00:00,2016,4,15,"Fri",10
"4/15/2016 11:00",449,275,724,"Regen",12,15,2016-04-15 11:00:00,2016,4,15,"Fri",11
"4/15/2016 12:00",416,371,787,"Regen",11,17,2016-04-15 12:00:00,2016,4,15,"Fri",12
"4/15/2016 13:00",383,363,746,"Regen",12,20,2016-04-15 13:00:00,2016,4,15,"Fri",13
"4/15/2016 14:00",414,363,777,"Regen",11,32,2016-04-15 14:00:00,2016,4,15,"Fri",14
"4/15/2016 15:00",380,325,705,"Regen",12,24,2016-04-15 15:00:00,2016,4,15,"Fri",15
"4/15/2016 16:00",352,333,685,"wolkig",12,19,2016-04-15 16:00:00,2016,4,15,"Fri",16
"4/15/2016 17:00",415,373,788,"Klarer Himmel",12,28,2016-04-15 17:00:00,2016,4,15,"Fri",17
"4/15/2016 18:00",415,366,781,"teilweise bewölkt",13,17,2016-04-15 18:00:00,2016,4,15,"Fri",18
"4/15/2016 19:00",465,362,827,"teilweise bewölkt",12,9,2016-04-15 19:00:00,2016,4,15,"Fri",19
"4/15/2016 20:00",531,285,816,"teilweise bewölkt",8,6,2016-04-15 20:00:00,2016,4,15,"Fri",20
"4/15/2016 21:00",315,289,604,"wolkig",9,2,2016-04-15 21:00:00,2016,4,15,"Fri",21
"4/15/2016 22:00",185,317,502,"Klarer Himmel",7,6,2016-04-15 22:00:00,2016,4,15,"Fri",22
"4/15/2016 23:00",112,257,369,"Klarer Himmel",6,4,2016-04-15 23:00:00,2016,4,15,"Fri",23
"4/16/2016 0:00",146,177,323,"Klarer Himmel",6,6,2016-04-16 00:00:00,2016,4,16,"Sat",0
"4/16/2016 1:00",88,179,267,"teilweise bewölkt",7,4,2016-04-16 01:00:00,2016,4,16,"Sat",1
"4/16/2016 2:00",38,142,180,"teilweise bewölkt",8,7,2016-04-16 02:00:00,2016,4,16,"Sat",2
"4/16/2016 3:00",33,84,117,"wolkig",9,7,2016-04-16 03:00:00,2016,4,16,"Sat",3
"4/16/2016 4:00",25,59,84,"wolkig",9,13,2016-04-16 04:00:00,2016,4,16,"Sat",4
"4/16/2016 5:00",24,36,60,"teilweise bewölkt",10,17,2016-04-16 05:00:00,2016,4,16,"Sat",5
"4/16/2016 6:00",38,21,59,"wolkig",11,17,2016-04-16 06:00:00,2016,4,16,"Sat",6
"4/16/2016 7:00",105,21,126,"wolkig",11,24,2016-04-16 07:00:00,2016,4,16,"Sat",7
"4/16/2016 8:00",143,69,212,"Regen",10,32,2016-04-16 08:00:00,2016,4,16,"Sat",8
"4/16/2016 9:00",269,104,373,"wolkig",11,15,2016-04-16 09:00:00,2016,4,16,"Sat",9
"4/16/2016 10:00",287,108,395,"teilweise bewölkt",12,37,2016-04-16 10:00:00,2016,4,16,"Sat",10
"4/16/2016 11:00",333,155,488,"teilweise bewölkt",13,28,2016-04-16 11:00:00,2016,4,16,"Sat",11
"4/16/2016 12:00",364,222,586,"teilweise bewölkt",13,28,2016-04-16 12:00:00,2016,4,16,"Sat",12
"4/16/2016 13:00",353,259,612,"Regen",15,26,2016-04-16 13:00:00,2016,4,16,"Sat",13
"4/16/2016 14:00",252,247,499,"Regen",11,35,2016-04-16 14:00:00,2016,4,16,"Sat",14
"4/16/2016 15:00",283,320,603,"Regen",13,32,2016-04-16 15:00:00,2016,4,16,"Sat",15
"4/16/2016 16:00",272,247,519,"Regen",12,22,2016-04-16 16:00:00,2016,4,16,"Sat",16
"4/16/2016 17:00",197,284,481,"Regen",11,19,2016-04-16 17:00:00,2016,4,16,"Sat",17
"4/16/2016 18:00",261,272,533,"Regen",11,22,2016-04-16 18:00:00,2016,4,16,"Sat",18
"4/16/2016 19:00",233,240,473,"wolkig",10,19,2016-04-16 19:00:00,2016,4,16,"Sat",19
"4/16/2016 20:00",298,218,516,"wolkig",9,17,2016-04-16 20:00:00,2016,4,16,"Sat",20
"4/16/2016 21:00",207,178,385,"wolkig",8,15,2016-04-16 21:00:00,2016,4,16,"Sat",21
"4/16/2016 22:00",144,194,338,"wolkig",7,9,2016-04-16 22:00:00,2016,4,16,"Sat",22
"4/16/2016 23:00",79,162,241,"wolkig",6,6,2016-04-16 23:00:00,2016,4,16,"Sat",23
"4/17/2016 0:00",112,124,236,"teilweise bewölkt",6,7,2016-04-17 00:00:00,2016,4,17,"Sun",0
"4/17/2016 1:00",123,115,238,"Klarer Himmel",5,6,2016-04-17 01:00:00,2016,4,17,"Sun",1
"4/17/2016 2:00",54,134,188,"Klarer Himmel",3,6,2016-04-17 02:00:00,2016,4,17,"Sun",2
"4/17/2016 3:00",43,100,143,"teilweise bewölkt",3,6,2016-04-17 03:00:00,2016,4,17,"Sun",3
"4/17/2016 4:00",29,65,94,"wolkig",4,6,2016-04-17 04:00:00,2016,4,17,"Sun",4
"4/17/2016 5:00",20,52,72,"wolkig",4,4,2016-04-17 05:00:00,2016,4,17,"Sun",5
"4/17/2016 6:00",13,18,31,"wolkig",5,7,2016-04-17 06:00:00,2016,4,17,"Sun",6
"4/17/2016 7:00",26,16,42,"Regen",5,7,2016-04-17 07:00:00,2016,4,17,"Sun",7
"4/17/2016 8:00",62,23,85,"Regen",6,13,2016-04-17 08:00:00,2016,4,17,"Sun",8
"4/17/2016 9:00",144,38,182,"Regen",7,13,2016-04-17 09:00:00,2016,4,17,"Sun",9
"4/17/2016 10:00",172,99,271,"wolkig",7,13,2016-04-17 10:00:00,2016,4,17,"Sun",10
"4/17/2016 11:00",203,151,354,"teilweise bewölkt",9,19,2016-04-17 11:00:00,2016,4,17,"Sun",11
"4/17/2016 12:00",248,194,442,"teilweise bewölkt",10,19,2016-04-17 12:00:00,2016,4,17,"Sun",12
"4/17/2016 13:00",273,223,496,"teilweise bewölkt",10,17,2016-04-17 13:00:00,2016,4,17,"Sun",13
"4/17/2016 14:00",351,208,559,"Regen",9,20,2016-04-17 14:00:00,2016,4,17,"Sun",14
"4/17/2016 15:00",351,231,582,"teilweise bewölkt",10,20,2016-04-17 15:00:00,2016,4,17,"Sun",15
"4/17/2016 16:00",354,234,588,"Regen",9,15,2016-04-17 16:00:00,2016,4,17,"Sun",16
"4/17/2016 17:00",338,283,621,"Regen",9,17,2016-04-17 17:00:00,2016,4,17,"Sun",17
"4/17/2016 18:00",349,339,688,"teilweise bewölkt",8,15,2016-04-17 18:00:00,2016,4,17,"Sun",18
"4/17/2016 19:00",253,297,550,"teilweise bewölkt",8,9,2016-04-17 19:00:00,2016,4,17,"Sun",19
"4/17/2016 20:00",155,269,424,"teilweise bewölkt",7,6,2016-04-17 20:00:00,2016,4,17,"Sun",20
"4/17/2016 21:00",113,147,260,"Klarer Himmel",4,2,2016-04-17 21:00:00,2016,4,17,"Sun",21
"4/17/2016 22:00",66,153,219,"Klarer Himmel",4,2,2016-04-17 22:00:00,2016,4,17,"Sun",22
"4/17/2016 23:00",61,78,139,"teilweise bewölkt",3,4,2016-04-17 23:00:00,2016,4,17,"Sun",23
"4/18/2016 0:00",20,50,70,"teilweise bewölkt",3,6,2016-04-18 00:00:00,2016,4,18,"Mon",0
"4/18/2016 1:00",8,20,28,"Klarer Himmel",2,2,2016-04-18 01:00:00,2016,4,18,"Mon",1
"4/18/2016 2:00",5,5,10,"Klarer Himmel",2,2,2016-04-18 02:00:00,2016,4,18,"Mon",2
"4/18/2016 3:00",3,5,8,"Klarer Himmel",0,2,2016-04-18 03:00:00,2016,4,18,"Mon",3
"4/18/2016 4:00",16,5,21,"Nebel",0,2,2016-04-18 04:00:00,2016,4,18,"Mon",4
"4/18/2016 5:00",33,11,44,"Nebel",0,4,2016-04-18 05:00:00,2016,4,18,"Mon",5
"4/18/2016 6:00",123,48,171,"Nebel",0,2,2016-04-18 06:00:00,2016,4,18,"Mon",6
"4/18/2016 7:00",556,268,824,"Klarer Himmel",2,4,2016-04-18 07:00:00,2016,4,18,"Mon",7
"4/18/2016 8:00",751,534,1285,"Klarer Himmel",6,11,2016-04-18 08:00:00,2016,4,18,"Mon",8
"4/18/2016 9:00",593,457,1050,"Klarer Himmel",8,20,2016-04-18 09:00:00,2016,4,18,"Mon",9
"4/18/2016 10:00",564,452,1016,"teilweise bewölkt",9,20,2016-04-18 10:00:00,2016,4,18,"Mon",10
"4/18/2016 11:00",550,478,1028,"teilweise bewölkt",11,24,2016-04-18 11:00:00,2016,4,18,"Mon",11
"4/18/2016 12:00",532,599,1131,"teilweise bewölkt",11,28,2016-04-18 12:00:00,2016,4,18,"Mon",12
"4/18/2016 13:00",637,661,1298,"wolkig",11,24,2016-04-18 13:00:00,2016,4,18,"Mon",13
"4/18/2016 14:00",610,525,1135,"wolkig",11,22,2016-04-18 14:00:00,2016,4,18,"Mon",14
"4/18/2016 15:00",767,639,1406,"wolkig",12,24,2016-04-18 15:00:00,2016,4,18,"Mon",15
"4/18/2016 16:00",660,662,1322,"wolkig",12,28,2016-04-18 16:00:00,2016,4,18,"Mon",16
"4/18/2016 17:00",826,864,1690,"wolkig",12,30,2016-04-18 17:00:00,2016,4,18,"Mon",17
"4/18/2016 18:00",632,678,1310,"wolkig",11,28,2016-04-18 18:00:00,2016,4,18,"Mon",18
"4/18/2016 19:00",599,644,1243,"wolkig",11,20,2016-04-18 19:00:00,2016,4,18,"Mon",19
"4/18/2016 20:00",293,400,693,"teilweise bewölkt",10,20,2016-04-18 20:00:00,2016,4,18,"Mon",20
"4/18/2016 21:00",195,254,449,"Klarer Himmel",9,17,2016-04-18 21:00:00,2016,4,18,"Mon",21
"4/18/2016 22:00",152,300,452,"wolkig",9,20,2016-04-18 22:00:00,2016,4,18,"Mon",22
"4/18/2016 23:00",93,123,216,"Klarer Himmel",9,17,2016-04-18 23:00:00,2016,4,18,"Mon",23
"4/19/2016 0:00",33,71,104,"Klarer Himmel",9,17,2016-04-19 00:00:00,2016,4,19,"Tues",0
"4/19/2016 1:00",15,37,52,"wolkig",9,15,2016-04-19 01:00:00,2016,4,19,"Tues",1
"4/19/2016 2:00",6,7,13,"wolkig",8,22,2016-04-19 02:00:00,2016,4,19,"Tues",2
"4/19/2016 3:00",6,3,9,"wolkig",8,15,2016-04-19 03:00:00,2016,4,19,"Tues",3
"4/19/2016 4:00",10,7,17,"wolkig",8,17,2016-04-19 04:00:00,2016,4,19,"Tues",4
"4/19/2016 5:00",30,9,39,"wolkig",8,15,2016-04-19 05:00:00,2016,4,19,"Tues",5
"4/19/2016 6:00",124,33,157,"Klarer Himmel",8,17,2016-04-19 06:00:00,2016,4,19,"Tues",6
"4/19/2016 7:00",646,315,961,"Klarer Himmel",8,17,2016-04-19 07:00:00,2016,4,19,"Tues",7
"4/19/2016 8:00",885,566,1451,"wolkig",9,17,2016-04-19 08:00:00,2016,4,19,"Tues",8
"4/19/2016 9:00",666,607,1273,"wolkig",10,22,2016-04-19 09:00:00,2016,4,19,"Tues",9
"4/19/2016 10:00",612,588,1200,"wolkig",11,22,2016-04-19 10:00:00,2016,4,19,"Tues",10
"4/19/2016 11:00",625,486,1111,"teilweise bewölkt",12,19,2016-04-19 11:00:00,2016,4,19,"Tues",11
"4/19/2016 12:00",590,560,1150,"wolkig",13,17,2016-04-19 12:00:00,2016,4,19,"Tues",12
"4/19/2016 13:00",651,592,1243,"wolkig",14,20,2016-04-19 13:00:00,2016,4,19,"Tues",13
"4/19/2016 14:00",613,603,1216,"teilweise bewölkt",13,19,2016-04-19 14:00:00,2016,4,19,"Tues",14
"4/19/2016 15:00",741,571,1312,"teilweise bewölkt",12,19,2016-04-19 15:00:00,2016,4,19,"Tues",15
"4/19/2016 16:00",644,869,1513,"teilweise bewölkt",13,24,2016-04-19 16:00:00,2016,4,19,"Tues",16
"4/19/2016 17:00",815,759,1574,"teilweise bewölkt",13,26,2016-04-19 17:00:00,2016,4,19,"Tues",17
"4/19/2016 18:00",743,729,1472,"teilweise bewölkt",12,24,2016-04-19 18:00:00,2016,4,19,"Tues",18
"4/19/2016 19:00",704,552,1256,"teilweise bewölkt",10,20,2016-04-19 19:00:00,2016,4,19,"Tues",19
"4/19/2016 20:00",454,497,951,"teilweise bewölkt",8,17,2016-04-19 20:00:00,2016,4,19,"Tues",20
"4/19/2016 21:00",228,332,560,"Klarer Himmel",7,13,2016-04-19 21:00:00,2016,4,19,"Tues",21
"4/19/2016 22:00",192,400,592,"teilweise bewölkt",7,11,2016-04-19 22:00:00,2016,4,19,"Tues",22
"4/19/2016 23:00",122,199,321,"teilweise bewölkt",6,11,2016-04-19 23:00:00,2016,4,19,"Tues",23
"4/20/2016 0:00",37,84,121,"Klarer Himmel",5,6,2016-04-20 00:00:00,2016,4,20,"Wed",0
"4/20/2016 1:00",23,72,95,"Klarer Himmel",4,4,2016-04-20 01:00:00,2016,4,20,"Wed",1
"4/20/2016 2:00",19,29,48,"Klarer Himmel",2,6,2016-04-20 02:00:00,2016,4,20,"Wed",2
"4/20/2016 3:00",5,39,44,"Klarer Himmel",2,4,2016-04-20 03:00:00,2016,4,20,"Wed",3
"4/20/2016 4:00",14,16,30,"teilweise bewölkt",1,0,2016-04-20 04:00:00,2016,4,20,"Wed",4
"4/20/2016 5:00",46,12,58,"Nebel",1,4,2016-04-20 05:00:00,2016,4,20,"Wed",5
"4/20/2016 6:00",132,42,174,"Nebel",1,4,2016-04-20 06:00:00,2016,4,20,"Wed",6
"4/20/2016 7:00",747,256,1003,"teilweise bewölkt",3,2,2016-04-20 07:00:00,2016,4,20,"Wed",7
"4/20/2016 8:00",821,659,1480,"teilweise bewölkt",6,7,2016-04-20 08:00:00,2016,4,20,"Wed",8
"4/20/2016 9:00",694,458,1152,"teilweise bewölkt",8,11,2016-04-20 09:00:00,2016,4,20,"Wed",9
"4/20/2016 10:00",659,574,1233,"teilweise bewölkt",9,9,2016-04-20 10:00:00,2016,4,20,"Wed",10
"4/20/2016 11:00",603,475,1078,"teilweise bewölkt",10,11,2016-04-20 11:00:00,2016,4,20,"Wed",11
"4/20/2016 12:00",612,558,1170,"teilweise bewölkt",10,11,2016-04-20 12:00:00,2016,4,20,"Wed",12
"4/20/2016 13:00",613,650,1263,"teilweise bewölkt",11,9,2016-04-20 13:00:00,2016,4,20,"Wed",13
"4/20/2016 14:00",699,588,1287,"Klarer Himmel",12,7,2016-04-20 14:00:00,2016,4,20,"Wed",14
"4/20/2016 15:00",741,691,1432,"Klarer Himmel",13,9,2016-04-20 15:00:00,2016,4,20,"Wed",15
