"Stunden","FR.stadteinwärts","FR.stadtauswärts","noOfBikes","temp","wind","weather","date","year","month","day","weekday","hour","wind_log"
"11/24/2015 16:00",663,495,1158,3,20,NA,2015-11-24 16:00:00,2015,11,24,"Tues",16,2.99573227355399
"11/24/2015 17:00",764,626,1390,2,17,NA,2015-11-24 17:00:00,2015,11,24,"Tues",17,2.83321334405622
"11/24/2015 18:00",650,445,1095,1,17,NA,2015-11-24 18:00:00,2015,11,24,"Tues",18,2.83321334405622
"11/24/2015 19:00",443,478,921,1,15,NA,2015-11-24 19:00:00,2015,11,24,"Tues",19,2.70805020110221
"11/24/2015 20:00",236,354,590,1,17,NA,2015-11-24 20:00:00,2015,11,24,"Tues",20,2.83321334405622
"11/24/2015 21:00",162,277,439,2,17,NA,2015-11-24 21:00:00,2015,11,24,"Tues",21,2.83321334405622
"11/24/2015 22:00",85,224,309,2,15,NA,2015-11-24 22:00:00,2015,11,24,"Tues",22,2.70805020110221
"11/24/2015 23:00",75,154,229,3,15,NA,2015-11-24 23:00:00,2015,11,24,"Tues",23,2.70805020110221
"11/25/2015 0:00",21,68,89,3,17,NA,2015-11-25 00:00:00,2015,11,25,"Wed",0,2.83321334405622
"11/25/2015 1:00",22,45,67,3,15,NA,2015-11-25 01:00:00,2015,11,25,"Wed",1,2.70805020110221
"11/25/2015 2:00",4,16,20,3,15,NA,2015-11-25 02:00:00,2015,11,25,"Wed",2,2.70805020110221
"11/25/2015 3:00",11,0,11,4,13,NA,2015-11-25 03:00:00,2015,11,25,"Wed",3,2.56494935746154
"11/25/2015 4:00",7,4,11,4,13,NA,2015-11-25 04:00:00,2015,11,25,"Wed",4,2.56494935746154
"11/25/2015 5:00",32,11,43,4,13,NA,2015-11-25 05:00:00,2015,11,25,"Wed",5,2.56494935746154
"11/25/2015 6:00",130,48,178,4,15,NA,2015-11-25 06:00:00,2015,11,25,"Wed",6,2.70805020110221
"11/25/2015 7:00",427,294,721,5,15,NA,2015-11-25 07:00:00,2015,11,25,"Wed",7,2.70805020110221
"11/25/2015 8:00",677,492,1169,5,13,NA,2015-11-25 08:00:00,2015,11,25,"Wed",8,2.56494935746154
"11/25/2015 9:00",500,563,1063,6,11,NA,2015-11-25 09:00:00,2015,11,25,"Wed",9,2.39789527279837
"11/25/2015 10:00",506,342,848,6,7,NA,2015-11-25 10:00:00,2015,11,25,"Wed",10,1.94591014905531
"11/25/2015 11:00",510,417,927,7,15,NA,2015-11-25 11:00:00,2015,11,25,"Wed",11,2.70805020110221
"11/25/2015 12:00",555,387,942,7,19,NA,2015-11-25 12:00:00,2015,11,25,"Wed",12,2.94443897916644
"11/25/2015 13:00",603,545,1148,7,17,NA,2015-11-25 13:00:00,2015,11,25,"Wed",13,2.83321334405622
"11/25/2015 14:00",506,456,962,7,11,NA,2015-11-25 14:00:00,2015,11,25,"Wed",14,2.39789527279837
"11/25/2015 15:00",593,583,1176,6,11,NA,2015-11-25 15:00:00,2015,11,25,"Wed",15,2.39789527279837
"11/25/2015 16:00",661,511,1172,6,4,NA,2015-11-25 16:00:00,2015,11,25,"Wed",16,1.38629436111989
"11/25/2015 17:00",751,687,1438,6,11,NA,2015-11-25 17:00:00,2015,11,25,"Wed",17,2.39789527279837
"11/25/2015 18:00",650,527,1177,5,13,NA,2015-11-25 18:00:00,2015,11,25,"Wed",18,2.56494935746154
"11/25/2015 19:00",579,558,1137,4,11,NA,2015-11-25 19:00:00,2015,11,25,"Wed",19,2.39789527279837
"11/25/2015 20:00",346,454,800,5,11,NA,2015-11-25 20:00:00,2015,11,25,"Wed",20,2.39789527279837
"11/25/2015 21:00",237,319,556,5,13,NA,2015-11-25 21:00:00,2015,11,25,"Wed",21,2.56494935746154
"11/25/2015 22:00",216,238,454,4,9,NA,2015-11-25 22:00:00,2015,11,25,"Wed",22,2.19722457733622
"11/25/2015 23:00",146,247,393,3,9,NA,2015-11-25 23:00:00,2015,11,25,"Wed",23,2.19722457733622
"11/26/2015 0:00",171,157,328,3,11,NA,2015-11-26 00:00:00,2015,11,26,"Thurs",0,2.39789527279837
"11/26/2015 1:00",34,103,137,3,6,NA,2015-11-26 01:00:00,2015,11,26,"Thurs",1,1.79175946922805
"11/26/2015 2:00",24,85,109,3,13,NA,2015-11-26 02:00:00,2015,11,26,"Thurs",2,2.56494935746154
"11/26/2015 3:00",16,92,108,3,9,NA,2015-11-26 03:00:00,2015,11,26,"Thurs",3,2.19722457733622
"11/26/2015 4:00",27,65,92,3,9,NA,2015-11-26 04:00:00,2015,11,26,"Thurs",4,2.19722457733622
"11/26/2015 5:00",36,46,82,3,7,NA,2015-11-26 05:00:00,2015,11,26,"Thurs",5,1.94591014905531
"11/26/2015 6:00",125,59,184,2,4,NA,2015-11-26 06:00:00,2015,11,26,"Thurs",6,1.38629436111989
"11/26/2015 7:00",459,337,796,1,4,NA,2015-11-26 07:00:00,2015,11,26,"Thurs",7,1.38629436111989
"11/26/2015 8:00",628,507,1135,1,6,NA,2015-11-26 08:00:00,2015,11,26,"Thurs",8,1.79175946922805
"11/26/2015 9:00",580,439,1019,2,6,NA,2015-11-26 09:00:00,2015,11,26,"Thurs",9,1.79175946922805
"11/26/2015 10:00",593,370,963,5,7,NA,2015-11-26 10:00:00,2015,11,26,"Thurs",10,1.94591014905531
"11/26/2015 11:00",547,558,1105,6,6,NA,2015-11-26 11:00:00,2015,11,26,"Thurs",11,1.79175946922805
"11/26/2015 12:00",567,475,1042,7,7,NA,2015-11-26 12:00:00,2015,11,26,"Thurs",12,1.94591014905531
"11/26/2015 13:00",662,586,1248,8,7,NA,2015-11-26 13:00:00,2015,11,26,"Thurs",13,1.94591014905531
"11/26/2015 14:00",576,455,1031,8,11,NA,2015-11-26 14:00:00,2015,11,26,"Thurs",14,2.39789527279837
"11/26/2015 15:00",773,549,1322,6,9,NA,2015-11-26 15:00:00,2015,11,26,"Thurs",15,2.19722457733622
"11/26/2015 16:00",743,537,1280,4,4,NA,2015-11-26 16:00:00,2015,11,26,"Thurs",16,1.38629436111989
"11/26/2015 17:00",880,641,1521,3,4,NA,2015-11-26 17:00:00,2015,11,26,"Thurs",17,1.38629436111989
"11/26/2015 18:00",714,569,1283,2,2,NA,2015-11-26 18:00:00,2015,11,26,"Thurs",18,0.693147180559945
"11/26/2015 19:00",435,606,1041,1,4,NA,2015-11-26 19:00:00,2015,11,26,"Thurs",19,1.38629436111989
"11/26/2015 20:00",310,502,812,1,2,NA,2015-11-26 20:00:00,2015,11,26,"Thurs",20,0.693147180559945
"11/26/2015 21:00",235,296,531,0,4,NA,2015-11-26 21:00:00,2015,11,26,"Thurs",21,1.38629436111989
"11/26/2015 22:00",152,228,380,-1,2,NA,2015-11-26 22:00:00,2015,11,26,"Thurs",22,0.693147180559945
"11/26/2015 23:00",99,204,303,-1,2,NA,2015-11-26 23:00:00,2015,11,26,"Thurs",23,0.693147180559945
"11/27/2015 0:00",57,118,175,-2,2,NA,2015-11-27 00:00:00,2015,11,27,"Fri",0,0.693147180559945
"11/27/2015 1:00",26,51,77,-1,4,NA,2015-11-27 01:00:00,2015,11,27,"Fri",1,1.38629436111989
"11/27/2015 2:00",33,52,85,-1,6,NA,2015-11-27 02:00:00,2015,11,27,"Fri",2,1.79175946922805
"11/27/2015 3:00",23,51,74,-1,6,NA,2015-11-27 03:00:00,2015,11,27,"Fri",3,1.79175946922805
"11/27/2015 4:00",20,33,53,0,6,NA,2015-11-27 04:00:00,2015,11,27,"Fri",4,1.79175946922805
"11/27/2015 5:00",37,29,66,0,6,NA,2015-11-27 05:00:00,2015,11,27,"Fri",5,1.79175946922805
"11/27/2015 6:00",99,58,157,0,7,NA,2015-11-27 06:00:00,2015,11,27,"Fri",6,1.94591014905531
"11/27/2015 7:00",426,276,702,1,9,NA,2015-11-27 07:00:00,2015,11,27,"Fri",7,2.19722457733622
"11/27/2015 8:00",643,433,1076,1,11,NA,2015-11-27 08:00:00,2015,11,27,"Fri",8,2.39789527279837
"11/27/2015 9:00",508,396,904,2,11,NA,2015-11-27 09:00:00,2015,11,27,"Fri",9,2.39789527279837
"11/27/2015 10:00",559,310,869,4,11,NA,2015-11-27 10:00:00,2015,11,27,"Fri",10,2.39789527279837
"11/27/2015 11:00",469,408,877,5,15,NA,2015-11-27 11:00:00,2015,11,27,"Fri",11,2.70805020110221
"11/27/2015 12:00",520,388,908,6,17,NA,2015-11-27 12:00:00,2015,11,27,"Fri",12,2.83321334405622
"11/27/2015 13:00",552,464,1016,7,17,NA,2015-11-27 13:00:00,2015,11,27,"Fri",13,2.83321334405622
"11/27/2015 14:00",500,399,899,7,17,NA,2015-11-27 14:00:00,2015,11,27,"Fri",14,2.83321334405622
"11/27/2015 15:00",537,461,998,6,13,NA,2015-11-27 15:00:00,2015,11,27,"Fri",15,2.56494935746154
"11/27/2015 16:00",565,376,941,5,13,NA,2015-11-27 16:00:00,2015,11,27,"Fri",16,2.56494935746154
"11/27/2015 17:00",497,378,875,5,20,NA,2015-11-27 17:00:00,2015,11,27,"Fri",17,2.99573227355399
"11/27/2015 18:00",475,347,822,5,20,NA,2015-11-27 18:00:00,2015,11,27,"Fri",18,2.99573227355399
"11/27/2015 19:00",420,335,755,5,19,NA,2015-11-27 19:00:00,2015,11,27,"Fri",19,2.94443897916644
"11/27/2015 20:00",242,288,530,5,17,NA,2015-11-27 20:00:00,2015,11,27,"Fri",20,2.83321334405622
"11/27/2015 21:00",160,281,441,5,22,NA,2015-11-27 21:00:00,2015,11,27,"Fri",21,3.09104245335832
"11/27/2015 22:00",139,186,325,4,22,NA,2015-11-27 22:00:00,2015,11,27,"Fri",22,3.09104245335832
"11/27/2015 23:00",91,187,278,4,20,NA,2015-11-27 23:00:00,2015,11,27,"Fri",23,2.99573227355399
"11/28/2015 0:00",71,174,245,4,20,NA,2015-11-28 00:00:00,2015,11,28,"Sat",0,2.99573227355399
"11/28/2015 1:00",58,147,205,4,19,NA,2015-11-28 01:00:00,2015,11,28,"Sat",1,2.94443897916644
"11/28/2015 2:00",48,91,139,4,20,NA,2015-11-28 02:00:00,2015,11,28,"Sat",2,2.99573227355399
"11/28/2015 3:00",34,57,91,4,22,NA,2015-11-28 03:00:00,2015,11,28,"Sat",3,3.09104245335832
"11/28/2015 4:00",21,42,63,4,19,NA,2015-11-28 04:00:00,2015,11,28,"Sat",4,2.94443897916644
"11/28/2015 5:00",36,34,70,4,22,NA,2015-11-28 05:00:00,2015,11,28,"Sat",5,3.09104245335832
"11/28/2015 6:00",31,13,44,5,22,NA,2015-11-28 06:00:00,2015,11,28,"Sat",6,3.09104245335832
"11/28/2015 7:00",88,21,109,6,20,NA,2015-11-28 07:00:00,2015,11,28,"Sat",7,2.99573227355399
"11/28/2015 8:00",150,68,218,5,19,NA,2015-11-28 08:00:00,2015,11,28,"Sat",8,2.94443897916644
"11/28/2015 9:00",255,84,339,5,22,NA,2015-11-28 09:00:00,2015,11,28,"Sat",9,3.09104245335832
"11/28/2015 10:00",354,124,478,7,24,NA,2015-11-28 10:00:00,2015,11,28,"Sat",10,3.17805383034795
"11/28/2015 11:00",377,146,523,7,28,NA,2015-11-28 11:00:00,2015,11,28,"Sat",11,3.3322045101752
"11/28/2015 12:00",385,225,610,7,32,NA,2015-11-28 12:00:00,2015,11,28,"Sat",12,3.46573590279973
"11/28/2015 13:00",391,260,651,7,30,NA,2015-11-28 13:00:00,2015,11,28,"Sat",13,3.40119738166216
"11/28/2015 14:00",282,260,542,7,22,NA,2015-11-28 14:00:00,2015,11,28,"Sat",14,3.09104245335832
"11/28/2015 15:00",275,250,525,6,19,NA,2015-11-28 15:00:00,2015,11,28,"Sat",15,2.94443897916644
"11/28/2015 16:00",252,244,496,6,19,NA,2015-11-28 16:00:00,2015,11,28,"Sat",16,2.94443897916644
"11/28/2015 17:00",251,265,516,6,24,NA,2015-11-28 17:00:00,2015,11,28,"Sat",17,3.17805383034795
"11/28/2015 18:00",270,224,494,6,20,NA,2015-11-28 18:00:00,2015,11,28,"Sat",18,2.99573227355399
"11/28/2015 19:00",223,220,443,6,20,NA,2015-11-28 19:00:00,2015,11,28,"Sat",19,2.99573227355399
"11/28/2015 20:00",139,193,332,6,26,NA,2015-11-28 20:00:00,2015,11,28,"Sat",20,3.25809653802148
"11/28/2015 21:00",120,190,310,6,24,NA,2015-11-28 21:00:00,2015,11,28,"Sat",21,3.17805383034795
"11/28/2015 22:00",113,142,255,6,32,NA,2015-11-28 22:00:00,2015,11,28,"Sat",22,3.46573590279973
"11/28/2015 23:00",83,162,245,6,26,NA,2015-11-28 23:00:00,2015,11,28,"Sat",23,3.25809653802148
"11/29/2015 0:00",66,122,188,6,33,NA,2015-11-29 00:00:00,2015,11,29,"Sun",0,3.49650756146648
"11/29/2015 1:00",70,113,183,7,33,NA,2015-11-29 01:00:00,2015,11,29,"Sun",1,3.49650756146648
"11/29/2015 2:00",56,81,137,7,35,NA,2015-11-29 02:00:00,2015,11,29,"Sun",2,3.55534806148941
"11/29/2015 3:00",48,76,124,7,28,NA,2015-11-29 03:00:00,2015,11,29,"Sun",3,3.3322045101752
"11/29/2015 4:00",38,51,89,7,17,NA,2015-11-29 04:00:00,2015,11,29,"Sun",4,2.83321334405622
"11/29/2015 5:00",13,47,60,8,22,NA,2015-11-29 05:00:00,2015,11,29,"Sun",5,3.09104245335832
"11/29/2015 6:00",19,27,46,8,22,NA,2015-11-29 06:00:00,2015,11,29,"Sun",6,3.09104245335832
"11/29/2015 7:00",9,13,22,8,22,NA,2015-11-29 07:00:00,2015,11,29,"Sun",7,3.09104245335832
"11/29/2015 8:00",39,19,58,8,22,NA,2015-11-29 08:00:00,2015,11,29,"Sun",8,3.09104245335832
"11/29/2015 9:00",111,38,149,9,24,NA,2015-11-29 09:00:00,2015,11,29,"Sun",9,3.17805383034795
"11/29/2015 10:00",148,58,206,9,32,NA,2015-11-29 10:00:00,2015,11,29,"Sun",10,3.46573590279973
"11/29/2015 11:00",154,65,219,10,33,NA,2015-11-29 11:00:00,2015,11,29,"Sun",11,3.49650756146648
"11/29/2015 12:00",134,93,227,10,30,NA,2015-11-29 12:00:00,2015,11,29,"Sun",12,3.40119738166216
"11/29/2015 13:00",129,118,247,10,24,NA,2015-11-29 13:00:00,2015,11,29,"Sun",13,3.17805383034795
"11/29/2015 14:00",128,114,242,9,22,NA,2015-11-29 14:00:00,2015,11,29,"Sun",14,3.09104245335832
"11/29/2015 15:00",119,112,231,10,33,NA,2015-11-29 15:00:00,2015,11,29,"Sun",15,3.49650756146648
"11/29/2015 16:00",135,114,249,10,33,NA,2015-11-29 16:00:00,2015,11,29,"Sun",16,3.49650756146648
"11/29/2015 17:00",180,127,307,11,35,NA,2015-11-29 17:00:00,2015,11,29,"Sun",17,3.55534806148941
"11/29/2015 18:00",183,175,358,11,39,NA,2015-11-29 18:00:00,2015,11,29,"Sun",18,3.66356164612965
"11/29/2015 19:00",113,193,306,11,35,NA,2015-11-29 19:00:00,2015,11,29,"Sun",19,3.55534806148941
"11/29/2015 20:00",56,159,215,11,46,NA,2015-11-29 20:00:00,2015,11,29,"Sun",20,3.8286413964891
"11/29/2015 21:00",36,66,102,9,39,NA,2015-11-29 21:00:00,2015,11,29,"Sun",21,3.66356164612965
"11/29/2015 22:00",34,98,132,9,37,NA,2015-11-29 22:00:00,2015,11,29,"Sun",22,3.61091791264422
"11/29/2015 23:00",23,55,78,9,35,NA,2015-11-29 23:00:00,2015,11,29,"Sun",23,3.55534806148941
"11/30/2015 0:00",20,27,47,9,33,NA,2015-11-30 00:00:00,2015,11,30,"Mon",0,3.49650756146648
"11/30/2015 1:00",1,6,7,9,37,NA,2015-11-30 01:00:00,2015,11,30,"Mon",1,3.61091791264422
"11/30/2015 2:00",1,8,9,8,39,NA,2015-11-30 02:00:00,2015,11,30,"Mon",2,3.66356164612965
"11/30/2015 3:00",1,0,1,8,41,NA,2015-11-30 03:00:00,2015,11,30,"Mon",3,3.71357206670431
"11/30/2015 4:00",6,4,10,7,43,NA,2015-11-30 04:00:00,2015,11,30,"Mon",4,3.76120011569356
"11/30/2015 5:00",12,8,20,7,32,NA,2015-11-30 05:00:00,2015,11,30,"Mon",5,3.46573590279973
"11/30/2015 6:00",66,28,94,7,30,NA,2015-11-30 06:00:00,2015,11,30,"Mon",6,3.40119738166216
"11/30/2015 7:00",196,231,427,7,30,NA,2015-11-30 07:00:00,2015,11,30,"Mon",7,3.40119738166216
"11/30/2015 8:00",662,388,1050,7,26,NA,2015-11-30 08:00:00,2015,11,30,"Mon",8,3.25809653802148
"11/30/2015 9:00",437,392,829,7,22,NA,2015-11-30 09:00:00,2015,11,30,"Mon",9,3.09104245335832
"11/30/2015 10:00",667,312,979,7,22,NA,2015-11-30 10:00:00,2015,11,30,"Mon",10,3.09104245335832
"11/30/2015 11:00",283,503,786,7,15,NA,2015-11-30 11:00:00,2015,11,30,"Mon",11,2.70805020110221
"11/30/2015 12:00",600,390,990,7,26,NA,2015-11-30 12:00:00,2015,11,30,"Mon",12,3.25809653802148
"11/30/2015 13:00",292,478,770,6,7,NA,2015-11-30 13:00:00,2015,11,30,"Mon",13,1.94591014905531
"11/30/2015 14:00",654,394,1048,6,11,NA,2015-11-30 14:00:00,2015,11,30,"Mon",14,2.39789527279837
"11/30/2015 15:00",308,517,825,8,17,NA,2015-11-30 15:00:00,2015,11,30,"Mon",15,2.83321334405622
"11/30/2015 16:00",891,453,1344,10,26,NA,2015-11-30 16:00:00,2015,11,30,"Mon",16,3.25809653802148
"11/30/2015 17:00",349,507,856,10,28,NA,2015-11-30 17:00:00,2015,11,30,"Mon",17,3.3322045101752
"11/30/2015 18:00",603,370,973,10,33,NA,2015-11-30 18:00:00,2015,11,30,"Mon",18,3.49650756146648
"11/30/2015 19:00",286,360,646,11,35,NA,2015-11-30 19:00:00,2015,11,30,"Mon",19,3.55534806148941
"11/30/2015 20:00",256,262,518,11,37,NA,2015-11-30 20:00:00,2015,11,30,"Mon",20,3.61091791264422
"11/30/2015 21:00",107,168,275,11,44,NA,2015-11-30 21:00:00,2015,11,30,"Mon",21,3.78418963391826
"11/30/2015 22:00",79,229,308,11,39,NA,2015-11-30 22:00:00,2015,11,30,"Mon",22,3.66356164612965
"11/30/2015 23:00",58,77,135,12,39,NA,2015-11-30 23:00:00,2015,11,30,"Mon",23,3.66356164612965
"12/1/2015 0:00",29,48,77,10,28,NA,2015-12-01 00:00:00,2015,12,1,"Tues",0,3.3322045101752
"12/1/2015 1:00",18,14,32,8,15,NA,2015-12-01 01:00:00,2015,12,1,"Tues",1,2.70805020110221
"12/1/2015 2:00",7,1,8,8,20,NA,2015-12-01 02:00:00,2015,12,1,"Tues",2,2.99573227355399
"12/1/2015 3:00",4,2,6,8,13,NA,2015-12-01 03:00:00,2015,12,1,"Tues",3,2.56494935746154
"12/1/2015 4:00",8,4,12,7,13,NA,2015-12-01 04:00:00,2015,12,1,"Tues",4,2.56494935746154
"12/1/2015 5:00",23,6,29,7,11,NA,2015-12-01 05:00:00,2015,12,1,"Tues",5,2.39789527279837
"12/1/2015 6:00",86,42,128,6,11,NA,2015-12-01 06:00:00,2015,12,1,"Tues",6,2.39789527279837
"12/1/2015 7:00",419,314,733,5,7,NA,2015-12-01 07:00:00,2015,12,1,"Tues",7,1.94591014905531
"12/1/2015 8:00",767,456,1223,6,7,NA,2015-12-01 08:00:00,2015,12,1,"Tues",8,1.94591014905531
"12/1/2015 9:00",508,503,1011,6,7,NA,2015-12-01 09:00:00,2015,12,1,"Tues",9,1.94591014905531
"12/1/2015 10:00",556,420,976,7,11,NA,2015-12-01 10:00:00,2015,12,1,"Tues",10,2.39789527279837
"12/1/2015 11:00",555,524,1079,8,11,NA,2015-12-01 11:00:00,2015,12,1,"Tues",11,2.39789527279837
"12/1/2015 12:00",639,420,1059,8,13,NA,2015-12-01 12:00:00,2015,12,1,"Tues",12,2.56494935746154
"12/1/2015 13:00",589,612,1201,8,15,NA,2015-12-01 13:00:00,2015,12,1,"Tues",13,2.70805020110221
"12/1/2015 14:00",528,503,1031,9,11,NA,2015-12-01 14:00:00,2015,12,1,"Tues",14,2.39789527279837
"12/1/2015 15:00",578,584,1162,8,7,NA,2015-12-01 15:00:00,2015,12,1,"Tues",15,1.94591014905531
"12/1/2015 16:00",704,500,1204,8,13,NA,2015-12-01 16:00:00,2015,12,1,"Tues",16,2.56494935746154
"12/1/2015 17:00",793,607,1400,8,11,NA,2015-12-01 17:00:00,2015,12,1,"Tues",17,2.39789527279837
"12/1/2015 18:00",653,488,1141,9,15,NA,2015-12-01 18:00:00,2015,12,1,"Tues",18,2.70805020110221
"12/1/2015 19:00",520,508,1028,11,19,NA,2015-12-01 19:00:00,2015,12,1,"Tues",19,2.94443897916644
"12/1/2015 20:00",339,346,685,12,20,NA,2015-12-01 20:00:00,2015,12,1,"Tues",20,2.99573227355399
"12/1/2015 21:00",205,335,540,11,22,NA,2015-12-01 21:00:00,2015,12,1,"Tues",21,3.09104245335832
"12/1/2015 22:00",152,270,422,11,24,NA,2015-12-01 22:00:00,2015,12,1,"Tues",22,3.17805383034795
"12/1/2015 23:00",83,169,252,11,24,NA,2015-12-01 23:00:00,2015,12,1,"Tues",23,3.17805383034795
"12/2/2015 0:00",27,86,113,11,24,NA,2015-12-02 00:00:00,2015,12,2,"Wed",0,3.17805383034795
"12/2/2015 1:00",24,24,48,11,24,NA,2015-12-02 01:00:00,2015,12,2,"Wed",1,3.17805383034795
"12/2/2015 2:00",13,6,19,11,24,NA,2015-12-02 02:00:00,2015,12,2,"Wed",2,3.17805383034795
"12/2/2015 3:00",8,8,16,11,24,NA,2015-12-02 03:00:00,2015,12,2,"Wed",3,3.17805383034795
"12/2/2015 4:00",16,6,22,11,20,NA,2015-12-02 04:00:00,2015,12,2,"Wed",4,2.99573227355399
"12/2/2015 5:00",42,5,47,11,19,NA,2015-12-02 05:00:00,2015,12,2,"Wed",5,2.94443897916644
"12/2/2015 6:00",121,36,157,11,17,NA,2015-12-02 06:00:00,2015,12,2,"Wed",6,2.83321334405622
"12/2/2015 7:00",516,315,831,11,19,NA,2015-12-02 07:00:00,2015,12,2,"Wed",7,2.94443897916644
"12/2/2015 8:00",718,532,1250,10,17,NA,2015-12-02 08:00:00,2015,12,2,"Wed",8,2.83321334405622
"12/2/2015 9:00",669,482,1151,11,17,NA,2015-12-02 09:00:00,2015,12,2,"Wed",9,2.83321334405622
"12/2/2015 10:00",700,385,1085,11,20,NA,2015-12-02 10:00:00,2015,12,2,"Wed",10,2.99573227355399
"12/2/2015 11:00",593,520,1113,11,20,NA,2015-12-02 11:00:00,2015,12,2,"Wed",11,2.99573227355399
"12/2/2015 12:00",642,448,1090,11,17,NA,2015-12-02 12:00:00,2015,12,2,"Wed",12,2.83321334405622
"12/2/2015 13:00",603,582,1185,11,17,NA,2015-12-02 13:00:00,2015,12,2,"Wed",13,2.83321334405622
"12/2/2015 14:00",649,516,1165,11,15,NA,2015-12-02 14:00:00,2015,12,2,"Wed",14,2.70805020110221
"12/2/2015 15:00",664,633,1297,11,15,NA,2015-12-02 15:00:00,2015,12,2,"Wed",15,2.70805020110221
"12/2/2015 16:00",711,552,1263,11,19,NA,2015-12-02 16:00:00,2015,12,2,"Wed",16,2.94443897916644
"12/2/2015 17:00",923,728,1651,11,17,NA,2015-12-02 17:00:00,2015,12,2,"Wed",17,2.83321334405622
"12/2/2015 18:00",763,570,1333,10,15,NA,2015-12-02 18:00:00,2015,12,2,"Wed",18,2.70805020110221
"12/2/2015 19:00",713,558,1271,10,19,NA,2015-12-02 19:00:00,2015,12,2,"Wed",19,2.94443897916644
"12/2/2015 20:00",381,477,858,10,17,NA,2015-12-02 20:00:00,2015,12,2,"Wed",20,2.83321334405622
"12/2/2015 21:00",215,366,581,10,17,NA,2015-12-02 21:00:00,2015,12,2,"Wed",21,2.83321334405622
"12/2/2015 22:00",167,319,486,10,15,NA,2015-12-02 22:00:00,2015,12,2,"Wed",22,2.70805020110221
"12/2/2015 23:00",164,211,375,9,15,NA,2015-12-02 23:00:00,2015,12,2,"Wed",23,2.70805020110221
"12/3/2015 0:00",68,138,206,9,13,NA,2015-12-03 00:00:00,2015,12,3,"Thurs",0,2.56494935746154
"12/3/2015 1:00",30,135,165,9,11,NA,2015-12-03 01:00:00,2015,12,3,"Thurs",1,2.39789527279837
"12/3/2015 2:00",31,83,114,9,13,NA,2015-12-03 02:00:00,2015,12,3,"Thurs",2,2.56494935746154
"12/3/2015 3:00",6,52,58,9,11,NA,2015-12-03 03:00:00,2015,12,3,"Thurs",3,2.39789527279837
"12/3/2015 4:00",13,27,40,9,13,NA,2015-12-03 04:00:00,2015,12,3,"Thurs",4,2.56494935746154
"12/3/2015 5:00",45,17,62,9,13,NA,2015-12-03 05:00:00,2015,12,3,"Thurs",5,2.56494935746154
"12/3/2015 6:00",124,42,166,9,11,NA,2015-12-03 06:00:00,2015,12,3,"Thurs",6,2.39789527279837
"12/3/2015 7:00",495,357,852,8,9,NA,2015-12-03 07:00:00,2015,12,3,"Thurs",7,2.19722457733622
"12/3/2015 8:00",713,498,1211,9,11,NA,2015-12-03 08:00:00,2015,12,3,"Thurs",8,2.39789527279837
"12/3/2015 9:00",586,472,1058,9,9,NA,2015-12-03 09:00:00,2015,12,3,"Thurs",9,2.19722457733622
"12/3/2015 10:00",650,327,977,10,13,NA,2015-12-03 10:00:00,2015,12,3,"Thurs",10,2.56494935746154
"12/3/2015 11:00",579,517,1096,10,17,NA,2015-12-03 11:00:00,2015,12,3,"Thurs",11,2.83321334405622
"12/3/2015 12:00",574,470,1044,11,17,NA,2015-12-03 12:00:00,2015,12,3,"Thurs",12,2.83321334405622
"12/3/2015 13:00",656,583,1239,11,11,NA,2015-12-03 13:00:00,2015,12,3,"Thurs",13,2.39789527279837
"12/3/2015 14:00",600,520,1120,11,11,NA,2015-12-03 14:00:00,2015,12,3,"Thurs",14,2.39789527279837
"12/3/2015 15:00",681,641,1322,10,6,NA,2015-12-03 15:00:00,2015,12,3,"Thurs",15,1.79175946922805
"12/3/2015 16:00",704,552,1256,9,9,NA,2015-12-03 16:00:00,2015,12,3,"Thurs",16,2.19722457733622
"12/3/2015 17:00",955,637,1592,9,15,NA,2015-12-03 17:00:00,2015,12,3,"Thurs",17,2.70805020110221
"12/3/2015 18:00",801,589,1390,9,13,NA,2015-12-03 18:00:00,2015,12,3,"Thurs",18,2.56494935746154
"12/3/2015 19:00",506,571,1077,8,13,NA,2015-12-03 19:00:00,2015,12,3,"Thurs",19,2.56494935746154
"12/3/2015 20:00",306,543,849,8,11,NA,2015-12-03 20:00:00,2015,12,3,"Thurs",20,2.39789527279837
"12/3/2015 21:00",251,324,575,7,13,NA,2015-12-03 21:00:00,2015,12,3,"Thurs",21,2.56494935746154
"12/3/2015 22:00",200,273,473,7,15,NA,2015-12-03 22:00:00,2015,12,3,"Thurs",22,2.70805020110221
"12/3/2015 23:00",106,203,309,7,13,NA,2015-12-03 23:00:00,2015,12,3,"Thurs",23,2.56494935746154
"12/4/2015 0:00",76,117,193,7,11,NA,2015-12-04 00:00:00,2015,12,4,"Fri",0,2.39789527279837
"12/4/2015 1:00",21,82,103,7,11,NA,2015-12-04 01:00:00,2015,12,4,"Fri",1,2.39789527279837
"12/4/2015 2:00",20,56,76,7,11,NA,2015-12-04 02:00:00,2015,12,4,"Fri",2,2.39789527279837
"12/4/2015 3:00",10,42,52,9,19,NA,2015-12-04 03:00:00,2015,12,4,"Fri",3,2.94443897916644
"12/4/2015 4:00",11,35,46,9,19,NA,2015-12-04 04:00:00,2015,12,4,"Fri",4,2.94443897916644
"12/4/2015 5:00",28,17,45,9,26,NA,2015-12-04 05:00:00,2015,12,4,"Fri",5,3.25809653802148
